input_index,input_name,raw_value,scaler_mean,scaler_scale,z,svm_weight,contribution_wz
0,frames_used,65.0,102.29419708251953,20.94945526123047,-1.7801989316940308,0.20836398005485535,-0.3709293305873871
1,feat_0,0.006891338620334864,0.005714509170502424,0.0036794766783714294,0.3198360800743103,1.5161610841751099,0.48492300510406494
2,feat_1,0.012438965030014515,0.007690025959163904,0.005094900261610746,0.9320966005325317,2.4455606937408447,2.279498815536499
3,feat_2,0.015646597370505333,0.011848525144159794,0.0042815743945539,0.8870737552642822,-1.212802529335022,-1.0758452415466309
4,feat_3,0.019716233015060425,0.014703906141221523,0.004726372193545103,1.0605019330978394,0.8719220161437988,0.9246749877929688
5,feat_4,0.019855204969644547,0.014120897278189659,0.005168598610907793,1.109451174736023,-1.9283483028411865,-2.1394083499908447
6,feat_5,0.04034048318862915,0.03260890394449234,0.011775192804634571,0.6565989255905151,2.7442119121551514,1.8018466234207153
7,feat_6,0.060744065791368484,0.0497007817029953,0.012745419517159462,0.8664512038230896,1.1415541172027588,0.9891009330749512
8,feat_7,0.13410738110542297,0.1126815676689148,0.027192141860723495,0.7879413962364197,-0.04583985358476639,-0.036119118332862854
9,feat_8,0.2554415166378021,0.18769793212413788,0.05211954191327095,1.2997732162475586,-1.3521735668182373,-1.757519006729126
10,feat_9,0.1218036338686943,0.1762034147977829,0.0410395972430706,-1.325543761253357,0.32348647713661194,-0.4287954866886139
11,feat_10,0.047487229108810425,0.05607038736343384,0.011166660115122795,-0.768641471862793,-0.07549342513084412,0.05802737921476364
12,feat_11,0.046535082161426544,0.06420926749706268,0.01994296722114086,-0.8862364888191223,0.5989360809326172,-0.5307990312576294
13,feat_12,0.024143630638718605,0.028137382119894028,0.00913818646222353,-0.4370398223400116,-5.658279895782471,2.472893714904785
14,feat_13,0.019093675538897514,0.020483607426285744,0.005479815416038036,-0.25364574790000916,0.7027599215507507,-0.17825207114219666
15,feat_14,0.01792837306857109,0.017451250925660133,0.005388519261032343,0.08854420483112335,1.4991565942764282,0.13274163007736206
16,feat_15,0.020322829484939575,0.01060519739985466,0.004678318277001381,2.0771634578704834,-1.3487335443496704,-2.8015401363372803
17,feat_16,0.05186016485095024,0.13602948188781738,0.10391916334629059,-0.8099498748779297,0.0311242938041687,-0.02520911768078804
18,feat_17,0.08564358949661255,0.05404295399785042,0.024970095604658127,1.2655391693115234,1.455169916152954,1.8415745496749878
19,feat_18,0.008975923992693424,0.005558736622333527,0.003779144026339054,0.9042226076126099,0.9068974256515503,0.8200371265411377
20,feat_19,0.013076547533273697,0.0071538593620061874,0.003979715518653393,1.4882190227508545,0.4127100706100464,0.6142029762268066
21,feat_20,0.01704946719110012,0.0114072784781456,0.003843962913379073,1.4678051471710205,-2.2443594932556152,-3.2942824363708496
22,feat_21,0.020880596712231636,0.014670541509985924,0.004319480620324612,1.4376856088638306,0.6287730932235718,0.9039780497550964
23,feat_22,0.020366962999105453,0.014385493472218513,0.005148088093847036,1.161881685256958,-0.964259922504425,-1.1203559637069702
24,feat_23,0.038401443511247635,0.03351294621825218,0.012149296700954437,0.4023687541484833,4.1988301277160645,1.6894780397415161
25,feat_24,0.0599214993417263,0.05063244700431824,0.01172676682472229,0.7921239137649536,0.39723461866378784,0.3146590292453766
26,feat_25,0.13686804473400116,0.11290515214204788,0.026749685406684875,0.8958196043968201,-0.9145110845565796,-0.8192369341850281
27,feat_26,0.23046593368053436,0.18557260930538177,0.05273403227329254,0.851315975189209,-0.7169986367225647,-0.6103923916816711
28,feat_27,0.14275559782981873,0.17482857406139374,0.03758208453655243,-0.8534113168716431,-0.21019649505615234,0.17938406765460968
29,feat_28,0.05188457667827606,0.056514669209718704,0.010679916478693485,-0.4335326552391052,1.5423156023025513,-0.6686441898345947
30,feat_29,0.04938871040940285,0.06584204733371735,0.020235193893313408,-0.8131049871444702,-1.1225837469100952,0.9127784371376038
31,feat_30,0.02884051948785782,0.028641795739531517,0.010313163511455059,0.0192689411342144,-3.46498441696167,-0.06676658242940903
32,feat_31,0.021397048607468605,0.020381391048431396,0.005068329628556967,0.2003929615020752,-0.10440348833799362,-0.020921723917126656
33,feat_32,0.018182842060923576,0.01774158701300621,0.004919031634926796,0.08970364183187485,1.077288031578064,0.09663666039705276
34,feat_33,0.014731070026755333,0.010791993699967861,0.004528453573584557,0.869850218296051,-0.509003758430481,-0.4427570402622223
35,feat_34,0.04692758247256279,0.13654790818691254,0.1053878664970398,-0.8503856062889099,0.5706021785736084,-0.485231876373291
36,feat_35,0.07988563179969788,0.05291097238659859,0.02170238271355629,1.2429354190826416,-0.014469357207417488,-0.017984475940465927
37,feat_36,0.009371244348585606,0.006900158245116472,0.004389089997857809,0.5630064606666565,-1.8827544450759888,-1.0600029230117798
38,feat_37,0.009666090831160545,0.009070341475307941,0.006137139163911343,0.09707280993461609,-1.9965331554412842,-0.19380907714366913
39,feat_38,0.014813701622188091,0.013714581727981567,0.005217289552092552,0.21066875755786896,1.0794448852539062,0.22740530967712402
40,feat_39,0.022295672446489334,0.017130112275481224,0.004984760656952858,1.0362704992294312,1.0351511240005493,1.072696566581726
41,feat_40,0.021593298763036728,0.016203301027417183,0.0049229636788368225,1.0948684215545654,-0.2683629095554352,-0.2938220798969269
42,feat_41,0.040322642773389816,0.03486146032810211,0.012240787968039513,0.44614630937576294,0.24867838621139526,0.11094694584608078
43,feat_42,0.05930269509553909,0.051678698509931564,0.012585340067744255,0.6057839393615723,-0.9663444757461548,-0.5853959918022156
44,feat_43,0.13225848972797394,0.11464092880487442,0.02383902668952942,0.7390218377113342,1.1458061933517456,0.8467757701873779
45,feat_44,0.22821983695030212,0.18608839809894562,0.043518923223018646,0.9681176543235779,1.764298677444458,1.708048701286316
46,feat_45,0.14309081435203552,0.1690378338098526,0.03352116793394089,-0.7740488052368164,-1.653002142906189,1.2795042991638184
47,feat_46,0.05658804252743721,0.056706469506025314,0.011448671109974384,-0.010344168171286583,0.04932713136076927,-0.0005102481227368116
48,feat_47,0.05347524955868721,0.06087484583258629,0.0168675035238266,-0.4386894702911377,0.9740753769874573,-0.4273166060447693
49,feat_48,0.03115985542535782,0.02926035411655903,0.008930128067731857,0.212707057595253,1.364782691001892,0.2902989089488983
50,feat_49,0.024065691977739334,0.022008808329701424,0.004886890295892954,0.4208982586860657,0.4353528320789337,0.18323925137519836
51,feat_50,0.018966909497976303,0.018464146181941032,0.005286007653921843,0.09511210769414902,-0.734076976776123,-0.0698196068406105
52,feat_51,0.01315918006002903,0.011512850411236286,0.00531866354867816,0.30953821539878845,2.080101728439331,0.6438709497451782
53,feat_52,0.05014742165803909,0.12037577480077744,0.09541050344705582,-0.7360652089118958,0.2293204814195633,-0.16879482567310333
54,feat_53,0.0715031549334526,0.061470936983823776,0.02973509579896927,0.33738642930984497,-2.989574909210205,-1.0086419582366943
55,feat_54,0.0076904296875,0.006553647108376026,0.004528615158051252,0.2510221302509308,3.4085047245025635,0.8556101322174072
56,feat_55,0.009546837769448757,0.008543004281818867,0.00603255582973361,0.1664026826620102,-0.972639799118042,-0.16184987127780914
57,feat_56,0.014232459478080273,0.013099891133606434,0.005194108001887798,0.21804867684841156,5.863268852233887,1.2784780263900757
58,feat_57,0.018996018916368484,0.016520997509360313,0.004858373664319515,0.509434163570404,-4.44735860824585,-2.265636444091797
59,feat_58,0.018303973600268364,0.0157697182148695,0.0048773204907774925,0.5195999145507812,-0.2003771960735321,-0.10411597043275833
60,feat_59,0.0369873046875,0.03494323417544365,0.01339492853730917,0.15260033309459686,-1.447108507156372,-0.22082923352718353
61,feat_60,0.0583345852792263,0.052187904715538025,0.01254848949611187,0.4898343086242676,-1.084784746170044,-0.5313647985458374
62,feat_61,0.12132098525762558,0.11466426402330399,0.025492757558822632,0.26112204790115356,3.4506630897521973,0.9010441899299622
63,feat_62,0.1928410530090332,0.1865541636943817,0.045056749135255814,0.1395326852798462,-1.3893805742263794,-0.19386400282382965
